image,text
./data/synthetic/synthetic_data_b/StanfordCars_Syn/896.jpeg,a photo of a tabby cat.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/897.jpeg,a photo of a bobsleigh.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/898.jpeg,a photo of a centipede.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/899.jpeg,a photo of a farm plow.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/900.jpeg,a photo of a tiger.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/901.jpeg,a photo of a Appenzeller Sennenhund.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/902.jpeg,a photo of a kit fox.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/903.jpeg,a photo of a warthog.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/904.jpeg,a photo of a starfish.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/905.jpeg,a photo of a sailboat.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/906.jpeg,a photo of a filing cabinet.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/907.jpeg,a photo of a ruffed grouse.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/908.jpeg,a photo of a common redshank.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/909.jpeg,a photo of a Pekingese.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/910.jpeg,a photo of a Dobermann.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/911.jpeg,a photo of a rock beauty fish.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/912.jpeg,a photo of a pencil sharpener.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/913.jpeg,a photo of a King Charles Spaniel.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/914.jpeg,a photo of a pinwheel.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/915.jpeg,a photo of a Cocker Spaniel.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/916.jpeg,a photo of a sea snake.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/917.jpeg,a photo of a barbershop.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/918.jpeg,a photo of a balloon.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/919.jpeg,a photo of a guinea pig.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/920.jpeg,a photo of a fire truck.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/921.jpeg,a photo of a tool kit.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/922.jpeg,a photo of a barn.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/923.jpeg,a photo of a Indian cobra.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/924.jpeg,a photo of a Vizsla.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/925.jpeg,a photo of a tennis ball.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/926.jpeg,a photo of a basketball.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/927.jpeg,a photo of a abacus.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/928.jpeg,a photo of a hot pot.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/929.jpeg,a photo of a shoe store.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/930.jpeg,a photo of a home theater.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/931.jpeg,a photo of a tea cup.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/932.jpeg,a photo of a Petri dish.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/933.jpeg,a photo of a American dipper.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/934.jpeg,a photo of a turnstile.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/935.jpeg,a photo of a whiskey jug.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/936.jpeg,a photo of a screw.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/937.jpeg,a photo of a hair dryer.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/938.jpeg,a photo of a snoek fish.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/939.jpeg,a photo of a chain.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/940.jpeg,a photo of a stingray.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/941.jpeg,a photo of a burrito.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/942.jpeg,a photo of a otter.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/943.jpeg,a photo of a dung beetle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/944.jpeg,a photo of a safe.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/945.jpeg,a photo of a abaya.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/946.jpeg,a photo of a triumphal arch.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/947.jpeg,a photo of a shipwreck.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/948.jpeg,a photo of a promontory.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/949.jpeg,a photo of a thimble.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/950.jpeg,a photo of a baseball.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/951.jpeg,a photo of a face powder.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/952.jpeg,a photo of a rocking chair.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/953.jpeg,a photo of a racket.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/954.jpeg,a photo of a folding chair.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/955.jpeg,a photo of a stage.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/956.jpeg,a photo of a lab coat.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/957.jpeg,a photo of a traffic or street sign.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/958.jpeg,a photo of a Malinois.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/959.jpeg,a photo of a cleaver.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/960.jpeg,a photo of a Groenendael dog.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/961.jpeg,a photo of a Arctic fox.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/962.jpeg,a photo of a ring binder.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/963.jpeg,a photo of a church.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/964.jpeg,a photo of a axolotl.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/965.jpeg,a photo of a abacus.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/966.jpeg,a photo of a hippopotamus.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/967.jpeg,a photo of a ocarina.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/968.jpeg,a photo of a padlock.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/969.jpeg,a photo of a sports car.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/970.jpeg,a photo of a backpack.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/971.jpeg,a photo of a prayer rug.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/972.jpeg,a photo of a borzoi.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/973.jpeg,a photo of a tobacco shop.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/974.jpeg,a photo of a cardboard box / carton.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/975.jpeg,a photo of a acorn squash.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/976.jpeg,a photo of a flamingo.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/977.jpeg,a photo of a mailbox.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/978.jpeg,a photo of a electric guitar.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/979.jpeg,a photo of a newt.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/980.jpeg,a photo of a ice cream.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/981.jpeg,a photo of a aircraft carrier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/982.jpeg,a photo of a clothes iron.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/983.jpeg,a photo of a gong.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/984.jpeg,a photo of a neck brace.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/985.jpeg,a photo of a newt.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/986.jpeg,a photo of a quail.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/987.jpeg,a photo of a mitten.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/988.jpeg,a photo of a beaker.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/989.jpeg,a photo of a bustard.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/990.jpeg,a photo of a vestment.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/991.jpeg,a photo of a canoe.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/992.jpeg,a photo of a Norwich Terrier.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/993.jpeg,a photo of a triceratops.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/994.jpeg,a photo of a Miniature Poodle.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/995.jpeg,a photo of a giant panda.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/996.jpeg,a photo of a fox squirrel.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/997.jpeg,a photo of a Clumber Spaniel.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/998.jpeg,a photo of a bulletproof vest.
./data/synthetic/synthetic_data_b/StanfordCars_Syn/999.jpeg,a photo of a porcupine.
